fontTitleLarge,google-symbols,bYkqId,wNNZR,hfpxzc href,qBF1Pd,MW4etd,UY7F9,AJB7ye,AJB7ye (2),W4Efsd,W4Efsd (2),W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,ah5Ghc,M4A5Cf,ah5Ghc (2),M4A5Cf (2),ah5Ghc (3),A1zNzb href,J8zHNe,bbPy1,doJOZc
,,,,https://www.google.com/maps/place/%E5%8F%A4%E6%97%A9%E5%91%B3%E8%9B%8B%E9%A4%85%E4%B8%AD%E5%BC%8F%E6%97%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x34693ddb5e1c405d:0xfdbcc77fd697d165!8m2!3d24.1474377!4d120.6300626!16s%2Fg%2F11dxm3ylxx!19sChIJXUAcXts9aTQRZdGX1n_HvP0?authuser=0&hl=zh-TW&rclk=1,古早味蛋餅中式早餐店,4.6,(76),·,$1-200,餐廳,·,五權西路二段1028號,已打烊,⋅ 開始營業時間：週五06:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjv5gOvzYBwhLv3U0cC8lPO3kV5dfZOc9NUivQhEn4OPO6Us8QuvdBLIpx-qD--Tv5JfExzmp079s7A3bC9rnOLK8-qSWrFEuE1VxmYW0QWF2FLYZeG9QbV6jeJxfqLKOAmYEa=w122-h92-k-no,內用,·,外帶,·,無外送服務,,,,
,,,,https://www.google.com/maps/place/Yolo+Moment+%E5%8F%B0%E4%B8%AD%E5%BA%97+%7C+%E8%88%92%E9%A3%9F%E6%97%A9%E5%8D%88%E9%A4%90%EF%BD%9C%E7%94%9C%E9%BB%9E+%7C+%E4%B8%8B%E5%8D%88%E8%8C%B6%EF%BD%9C%E7%94%9F%E6%97%A5%E8%9B%8B%E7%B3%95%EF%BD%9Cbrunch+%26+cakes/data=!4m7!3m6!1s0x34693d2a41080e67:0xf513c10dc1378094!8m2!3d24.1507519!4d120.6261725!16s%2Fg%2F11fsysptfd!19sChIJZw4IQSo9aTQRlIA3wQ3BE_U?authuser=0&hl=zh-TW&rclk=1,Yolo Moment 台中店 | 舒食早午餐｜甜點 | 下午茶｜生日蛋糕｜brunch & cakes,4.5,(677),·,$400-600,早午餐,·,·,已打烊,⋅ 開始營業時間：週五09:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw09DtG0H7N4cp6PlId2cBodEcuAOvGkpzx5HyV1OAMIAvNF-Pl33SrvrOZzQJj_AgTF7Bzq3DvpWxszV2ZkltvrCSHiPEXNOdNRQmjKgVW7CMPOoLWPP3FpXXf9nzoBk7jrNKHlA=w122-h92-k-no,內用,,,,,,,,
,,,,https://www.google.com/maps/place/Mr.%E5%99%97%E5%99%97%E5%85%88%E7%94%9F+%C2%B7+%E6%97%A9%E5%8D%88%E9%A4%90%EF%BC%8813:00%E6%9C%80%E5%BE%8C%E9%BB%9E%E9%A4%90%EF%BC%89/data=!4m7!3m6!1s0x34693f5ea8c76d1b:0x28928a4d54054eb!8m2!3d24.1452416!4d120.611191!16s%2Fg%2F11x23160t7!19sChIJG23HqF4_aTQR61RA1aQoiQI?authuser=0&hl=zh-TW&rclk=1,Mr.噗噗先生 · 早午餐（13:00最後點餐）,4.7,(156),·,$1-200,早餐,·,嶺東路370巷9號,已打烊,⋅ 開始營業時間：週五06:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPzm_H47BWU9ZcsB-Nabe-cynjSoGhg2smz2qZFU5ulijNmCKfz-iXL8P9rI-I0EALB2DJESGOvrAzqWAZbHOjCigyttfugqzdjDdnqqBp01Rgpzw8tH-ATXm1M11Z6S9nqzcL5X-a53He=w122-h92-k-no,內用,·,店外取貨,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11x23160t7&g2lbs=AO8LyOLmS2fesdtBKYq4ckJ2DwF1RRD7jVA_lU9DO79PxSBnOi4oQB5H8_Na_Iw13Qg6SA61GfbDvNN_LhQZqCkt8trFgHk_hyQ_z9yQpLvvMZkrVe3zLBs%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9YxWad2aOYXk1e8PxISCyA0&ei=9YxWad2aOYXk1e8PxISCyA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,
,,,,https://www.google.com/maps/place/%E6%99%A8%E5%AE%B6%E6%97%A9%E5%8D%88%E9%A4%90mornhome-%E5%8D%97%E5%B1%AF%E5%BA%97/data=!4m7!3m6!1s0x34693d001954b64f:0xf496bfa78ae62972!8m2!3d24.1348707!4d120.6553447!16s%2Fg%2F11x5jfyjmv!19sChIJT7ZUGQA9aTQRcinmiqe_lvQ?authuser=0&hl=zh-TW&rclk=1,晨家早午餐mornhome-南屯店,4.8,(279),·,$1-200,早餐,·,南屯路二段1-1號,已打烊,⋅ 開始營業時間：週五06:15,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyy5ymjAYvLoErpCrbYLE7Kc4nkaNXAWBopR4X0VPzVexX7bvd_ivvSV1TXIcfL6nedQjx3lSQid3bntKEXE5gi4N4yPZSY5Q2OnXYrLnrfftpCrVLPU-svnMmxh4QlDxkXQzMeqI9aJuQ=w80-h106-k-no,內用,·,免下車服務,·,無接觸送餐服務,https://www.google.com/viewer/chooseprovider?mid=/g/11x5jfyjmv&g2lbs=AO8LyOIjckD1pTBm3EvIf9jqzxpLcZ1bwdtEmVMHZnLAiwq25hvh7j6EX4wKmncVbouvN7rFJgYXVjIKIIXNJ4XFR6ubR2PtmuKtbT8l0RKcuL21U2P1RuQ%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9YxWad2aOYXk1e8PxISCyA0&ei=9YxWad2aOYXk1e8PxISCyA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,
,,,,https://www.google.com/maps/place/%E8%89%BE%E5%88%9D%E6%97%A9%E9%A4%90+%E5%8D%97%E5%B1%AF%E5%90%91%E5%BF%83%E5%BA%97/data=!4m7!3m6!1s0x34693d216f7df45f:0x23a17f6d5649e7ad!8m2!3d24.138405!4d120.643703!16s%2Fg%2F11kbqyrdrh!19sChIJX_R9byE9aTQRredJVm1_oSM?authuser=0&hl=zh-TW&rclk=1,艾初早餐 南屯向心店,4.3,(310),·,$1-200,早餐,·,南屯路二段460號,已打烊,⋅ 開始營業時間：週五05:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE62XVkJ0punkmtRPviwVkmLyaq8qghQRaDSyHQDw_pkTIBQY501PCrXv5Sgbd-zWPzfAA4Q2vgMEwGJNW5h20Kq9SulxtyAqMGE2blBEecZT0NABTE5xVpaq7gqsP4JX_5ag=w122-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11kbqyrdrh&g2lbs=AO8LyOLj01f4kJH_CGQh09Wyq-SWxgPr32isnZtmYa6gLCWbabJSVsWSc2vkGb0EhWg88YG7yJ0dHRB0ZyAX59sPMZSoPOHlPftNvgA36_--mGj1Jr9R-gA%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9YxWad2aOYXk1e8PxISCyA0&ei=9YxWad2aOYXk1e8PxISCyA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,
,,,,https://www.google.com/maps/place/Hi%E6%97%A9%E9%A4%90morning/data=!4m7!3m6!1s0x34693dc24094e4fb:0xc5fadf8fa5329fb9!8m2!3d24.1501265!4d120.6355644!16s%2Fg%2F1pzw15_2c!19sChIJ--SUQMI9aTQRuZ8ypY_f-sU?authuser=0&hl=zh-TW&rclk=1,Hi早餐morning,4.0,(499),·,$1-200,早餐,·,·,已打烊,⋅ 開始營業時間：週五06:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6g40jwwYvlXN3BRwBMA7AhvkOZGMzbbqWbJHJl5fdjdpCeSfxvaW2QMCwyq6DrpCtYuBCjrZi9kik01JPEK5APHwcm_mGGKoIoX9tKZdDq3sxVzSkaBhY4QUwLxQyF3F8bSI=w132-h92-k-no,內用,·,外帶,,,,,,
,,,,https://www.google.com/maps/place/%E6%96%9C%E8%A7%92brunch/data=!4m7!3m6!1s0x34693df687ee7671:0x5d9eb84be8d93ec7!8m2!3d24.1393003!4d120.6381347!16s%2Fg%2F11cn7k4p5v!19sChIJcXbuh_Y9aTQRxz7Z6Eu4nl0?authuser=0&hl=zh-TW&rclk=1,斜角brunch,4.0,(223),·,$1-200,早午餐,·,黎明路一段1050號,已打烊,⋅ 開始營業時間：週五05:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyelSWVy-H4FvBnUjdRubWfgJtrxBVWZ9KNjpfRAa_fdoNfyZJW53sBelSZKvxwDx8a3-fU3dONPDU-Qh73nCh3feZaoWDTdRIgmtx9y3HIqVN6uXvQsiH2IR48dDtBpXIEuTf3eg=w163-h92-k-no,內用,·,外帶,,,,,,
,,,,https://www.google.com/maps/place/207%E6%97%A9%E9%A4%90/data=!4m7!3m6!1s0x34693d45582d2813:0xeb58e40b902ed7d4!8m2!3d24.1480105!4d120.63472!16s%2Fg%2F11g0tp95sg!19sChIJEygtWEU9aTQR1NcukAvkWOs?authuser=0&hl=zh-TW&rclk=1,207早餐,4.8,(102),·,$1-200,餐廳,·,三厝街207號,已打烊,⋅ 開始營業時間：週五06:00,,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11g0tp95sg&g2lbs=AO8LyOJLjzeZFTiGae0xvkKtg_cdGvlvwjwOywok6o6vKfCfFkW7GM_dm9Q_QaObNlRBXXIpcwl5Yo_tZl4hasltiFPdCA27nnU24u4fVHR_LDN3rGwJm6U%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Po1Wae-lCIzM1e8Pi5vSsQU&ei=Po1Wae-lCIzM1e8Pi5vSsQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,
,,,,https://www.google.com/maps/place/%E5%BE%97%E4%BE%86%E9%80%9F%E6%97%A9%E9%BB%9E%E6%97%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x34693d08adb6bd29:0xbfb77b8f0fc23de7!8m2!3d24.1443671!4d120.6344869!16s%2Fg%2F11sf2cdkbh!19sChIJKb22rQg9aTQR5z3CD497t78?authuser=0&hl=zh-TW&rclk=1,得來速早點早餐店,2.1,(7),,,早餐,·,五權西路二段828號,,,,內用,·,外帶,,,,,,
,,,,https://www.google.com/maps/place/%E6%8C%91%E9%A3%9F+pickfood/data=!4m7!3m6!1s0x34693ddec7d8dd09:0x5dd43c0befb34159!8m2!3d24.1553784!4d120.6308916!16s%2Fg%2F11tj9q_88x!19sChIJCd3Yx949aTQRWUGz7ws81F0?authuser=0&hl=zh-TW&rclk=1,挑食 pickfood,4.8,(546),·,$200-400,早午餐,·,干城街111號,已打烊,⋅ 開始營業時間：週五10:00,,內用,·,店外取貨,,,https://www.google.com/viewer/chooseprovider?mid=/g/11tj9q_88x&g2lbs=AO8LyOId-FOmhbZBi0X000_VHek_bdUldyFNuTjNxv63ZwtXfnSswpwiI9MLcO4dhNtHGlEz5n6bybiSYmZS0C4M7UhFhDNc2MWmU7-zoKPewYjnlj0Xibk%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Po1Wae-lCIzM1e8Pi5vSsQU&ei=Po1Wae-lCIzM1e8Pi5vSsQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,
,,,,https://www.google.com/maps/place/%E5%A4%A7%E5%8F%B0%E5%8C%97%E6%97%A9%E9%BB%9E/data=!4m7!3m6!1s0x34693de37d92ee69:0x472a8c930206c5cb!8m2!3d24.1441242!4d120.637073!16s%2Fg%2F11jp_7789_!19sChIJae6SfeM9aTQRy8UGApOMKkc?authuser=0&hl=zh-TW&rclk=1,大台北早點,4.8,(61),·,$1-200,早餐,·,黎明路二段73號1樓,已打烊,⋅ 開始營業時間：週五05:00,,內用,·,外帶,,,,,,
